Price,Adj Close,Close,High,Low,Open,Volume
Ticker,IBKR,IBKR,IBKR,IBKR,IBKR,IBKR
Date,,,,,,
2020-01-02,46.35763168334961,47.79999923706055,48.04999923706055,46.5,46.88999938964844,569400
2020-01-03,45.79512405395508,47.220001220703125,47.470001220703125,46.5,47.189998626708984,547200
2020-01-06,45.998783111572266,47.43000030517578,47.5099983215332,46.099998474121094,46.65999984741211,680800
2020-01-07,45.74663543701172,47.16999816894531,47.59000015258789,47.040000915527344,47.54999923706055,389900
2020-01-08,46.629180908203125,48.08000183105469,48.18000030517578,47.029998779296875,47.119998931884766,359000
2020-01-09,47.1431770324707,48.61000061035156,48.83000183105469,48.0,48.45000076293945,243100
2020-01-10,47.055904388427734,48.52000045776367,48.83000183105469,47.95000076293945,48.83000183105469,275000
2020-01-13,47.560211181640625,49.040000915527344,49.2400016784668,48.150001525878906,48.56999969482422,349700
2020-01-14,47.560211181640625,49.040000915527344,49.88999938964844,48.790000915527344,49.11000061035156,404400
2020-01-15,47.09468078613281,48.560001373291016,49.380001068115234,48.099998474121094,48.97999954223633,330400
2020-01-16,48.287574768066406,49.790000915527344,50.77000045776367,48.959999084472656,49.0099983215332,534500
2020-01-17,48.6367073059082,50.150001525878906,50.720001220703125,49.77000045776367,50.11000061035156,483700
2020-01-21,49.29618835449219,50.83000183105469,51.439998626708984,49.90999984741211,50.150001525878906,663000
2020-01-22,47.7056770324707,49.189998626708984,50.5,48.560001373291016,49.970001220703125,986300
2020-01-23,46.78434371948242,48.2400016784668,49.16999816894531,48.18000030517578,48.779998779296875,731100
2020-01-24,46.212154388427734,47.650001525878906,48.369998931884766,47.310001373291016,48.18000030517578,671400
2020-01-27,45.53327178955078,46.95000076293945,47.619998931884766,46.29999923706055,46.86000061035156,652600
2020-01-28,45.53327178955078,46.95000076293945,47.65999984741211,46.47999954223633,47.04999923706055,501100
2020-01-29,46.50309371948242,47.95000076293945,48.4900016784668,46.959999084472656,47.09000015258789,384500
2020-01-30,47.114097595214844,48.58000183105469,48.59000015258789,47.470001220703125,47.470001220703125,305000
2020-01-31,45.58176803588867,47.0,48.2400016784668,46.560001373291016,48.220001220703125,616900
2020-02-03,49.62593460083008,51.16999816894531,51.2400016784668,47.380001068115234,47.40999984741211,1109500
2020-02-04,51.749847412109375,53.36000061035156,54.56999969482422,51.459999084472656,51.459999084472656,1091800
2020-02-05,50.56666946411133,52.13999938964844,54.29999923706055,51.75,54.29999923706055,558200
2020-02-06,50.16903305053711,51.72999954223633,53.08000183105469,51.439998626708984,52.279998779296875,528900
2020-02-07,50.188419342041016,51.75,51.90999984741211,51.130001068115234,51.540000915527344,197800
