Price,Adj Close,Close,High,Low,Open,Volume
Ticker,S63.SI,S63.SI,S63.SI,S63.SI,S63.SI,S63.SI
Date,,,,,,
2020-01-02,3.222278594970703,4.010000228881836,4.03000020980835,3.940000057220459,3.9600000381469727,4410600
2020-01-03,3.182100534439087,3.9600000381469727,4.019999980926514,3.9600000381469727,4.019999980926514,3997500
2020-01-06,3.1579935550689697,3.930000066757202,3.950000047683716,3.9200000762939453,3.950000047683716,2616700
2020-01-07,3.230313539505005,4.019999980926514,4.019999980926514,3.950000047683716,3.9700000286102295,5437900
2020-01-08,3.2945985794067383,4.099999904632568,4.099999904632568,3.9700000286102295,3.9800000190734863,12238300
2020-01-09,3.262455701828003,4.059999942779541,4.099999904632568,4.039999961853027,4.099999904632568,9489700
2020-01-10,3.262455701828003,4.059999942779541,4.079999923706055,4.039999961853027,4.079999923706055,4656000
2020-01-13,3.238349437713623,4.03000020980835,4.059999942779541,4.010000228881836,4.059999942779541,5083600
2020-01-14,3.3106698989868164,4.119999885559082,4.119999885559082,4.039999961853027,4.050000190734863,8524600
2020-01-15,3.3026344776153564,4.110000133514404,4.119999885559082,4.079999923706055,4.119999885559082,4340500
2020-01-16,3.3508481979370117,4.170000076293945,4.179999828338623,4.090000152587891,4.110000133514404,4512100
2020-01-17,3.374955177307129,4.199999809265137,4.230000019073486,4.170000076293945,4.170000076293945,6710400
2020-01-20,3.366919755935669,4.190000057220459,4.210000038146973,4.159999847412109,4.210000038146973,2459300
2020-01-21,3.3106698989868164,4.119999885559082,4.190000057220459,4.119999885559082,4.190000057220459,1975400
2020-01-22,3.3267412185668945,4.139999866485596,4.139999866485596,4.110000133514404,4.130000114440918,5085500
2020-01-23,3.3026344776153564,4.110000133514404,4.150000095367432,4.079999923706055,4.139999866485596,3191700
2020-01-24,3.3106698989868164,4.119999885559082,4.139999866485596,4.099999904632568,4.119999885559082,1573100
2020-01-28,3.3026344776153564,4.110000133514404,4.139999866485596,4.010000228881836,4.050000190734863,5671700
2020-01-29,3.2865633964538574,4.090000152587891,4.130000114440918,4.070000171661377,4.110000133514404,2059800
2020-01-30,3.2865633964538574,4.090000152587891,4.110000133514404,4.050000190734863,4.090000152587891,3928000
2020-01-31,3.3026344776153564,4.110000133514404,4.150000095367432,4.079999923706055,4.110000133514404,6898000
2020-02-03,3.254420757293701,4.050000190734863,4.099999904632568,4.03000020980835,4.059999942779541,3596900
2020-02-04,3.2865633964538574,4.090000152587891,4.150000095367432,4.059999942779541,4.059999942779541,5815900
2020-02-05,3.3428120613098145,4.159999847412109,4.159999847412109,4.079999923706055,4.110000133514404,3343300
2020-02-06,3.3508481979370117,4.170000076293945,4.190000057220459,4.130000114440918,4.179999828338623,3496000
2020-02-07,3.3026344776153564,4.110000133514404,4.21999979019165,4.099999904632568,4.179999828338623,4138300
2020-02-10,3.3428120613098145,4.159999847412109,4.179999828338623,4.079999923706055,4.090000152587891,2623100
2020-02-11,3.374955177307129,4.199999809265137,4.199999809265137,4.179999828338623,4.179999828338623,3023800
2020-02-12,3.415132761001587,4.25,4.260000228881836,4.179999828338623,4.199999809265137,4790800
2020-02-13,3.4392402172088623,4.28000020980835,4.300000190734863,4.260000228881836,4.28000020980835,4946200
2020-02-14,3.455310821533203,4.300000190734863,4.300000190734863,4.28000020980835,4.289999961853027,2957800
2020-02-17,3.4392402172088623,4.28000020980835,4.289999961853027,4.230000019073486,4.269999980926514,1823500
2020-02-18,3.455310821533203,4.300000190734863,4.300000190734863,4.25,4.269999980926514,2029500
2020-02-19,3.4633467197418213,4.309999942779541,4.360000133514404,4.28000020980835,4.300000190734863,4446400
2020-02-20,3.431203842163086,4.269999980926514,4.329999923706055,4.239999771118164,4.329999923706055,3864000
2020-02-21,3.407097339630127,4.239999771118164,4.28000020980835,4.21999979019165,4.269999980926514,2517200
2020-02-24,3.374955177307129,4.199999809265137,4.28000020980835,4.190000057220459,4.239999771118164,3534500
2020-02-25,3.5517385005950928,4.420000076293945,4.420000076293945,4.21999979019165,4.25,13262100
2020-02-26,3.495488166809082,4.349999904632568,4.400000095367432,4.349999904632568,4.369999885559082,5603900
2020-02-27,3.4633467197418213,4.309999942779541,4.360000133514404,4.269999980926514,4.340000152587891,6468000
2020-02-28,3.3508481979370117,4.170000076293945,4.260000228881836,4.139999866485596,4.210000038146973,10184200
2020-03-02,3.366919755935669,4.190000057220459,4.230000019073486,4.139999866485596,4.159999847412109,4750200
2020-03-03,3.415132761001587,4.25,4.28000020980835,4.199999809265137,4.230000019073486,5796900
